"Reef","Site","Plot","Colony","Habitat","Depth","Cross_shelf","Taxa","Days_2022c","Area_cm_2021","Area_cm_2022","log_2021","log_2022","log10_2021","log10_2022","Note_2021","Note_2022"
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1699","FR_S","Shallow","offshore","Acor",0,483.94845,641.44675,6.18197839277976,6.46372617203663,2.68479910322938,2.80716060904914,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1700","FR_S","Shallow","offshore","Adgt",0,430.91175,444.9141,6.06590331275779,6.09788122982497,2.63438833648936,2.6482761694144,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1701","FR_S","Shallow","offshore","Atab",0,1418.63449,1914.01808,7.2574500611751,7.55696001815428,3.15187051425676,3.2819460358479,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1702","FR_S","Shallow","offshore","Lobo_sp",0,102.64812,98.586,4.63130682863576,4.59092926369775,2.01135099967736,1.99381524603209,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1703","FR_S","Shallow","offshore","Atab",0,244.29139,331.33632,5.49836173408962,5.80313393203234,2.38790816062312,2.52026904442717,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1704","FR_S","Shallow","offshore","Spis",0,405.87314,407.74054,6.00604064772079,6.01063104074149,2.60839031139177,2.61038389375043,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1705","FR_S","Shallow","offshore","Pmas",0,221.03989,226.93674,5.39834318296755,5.42467130022926,2.34447065578284,2.35590481182851,"pm",NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1706","FR_S","Shallow","offshore","Spis",0,58.62427,103.85045,4.07114877466333,4.64295188348558,1.76807744784347,2.0164083827401,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1707","FR_S","Shallow","offshore","Atab",0,877.07443,1079.74707,6.77659185764218,6.98448209824602,2.9430364498845,3.03332203422029,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1708","FR_S","Shallow","offshore","Spis",0,61.67929,57.58964,4.12194821816418,4.05334269041379,1.79013936583964,1.76034436370959,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1709","FR_S","Shallow","offshore","Adgt",0,187.08571,222.68619,5.23156685409385,5.40576356066562,2.27204061644092,2.34769328487075,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1710","FR_S","Shallow","offshore","Lobo_sp",0,90.53306,95.57801,4.50571508786607,4.55994277267798,1.95680719968846,1.98035798396866,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1711","FR_S","Shallow","offshore","Pver",0,299.91785,385.08293,5.70350860382367,5.95345871368938,2.47700231412834,2.58555426759413,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1712","FR_S","Shallow","offshore","Adgt",0,116.57589,137.63251,4.75854247723526,4.92458716212806,2.0666087397655,2.13872103016381,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1713","FR_S","Shallow","offshore","Atab",0,488.91194,661.7269,6.19218239145861,6.49485293305554,2.68923064354895,2.82067878959917,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1714","FR_S","Shallow","offshore","Menc",0,20.14364,32.81105,3.00288860581585,3.49076534889922,1.30413795127597,1.51602012864601,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1715","FR_S","Shallow","offshore","Plat",0,381.76698,394.28767,5.94481042248088,5.97708076978851,2.58179836244439,2.59581319620919,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1716","FR_S","Shallow","offshore","Pmas",0,37.4461,52.17714,3.6229025656886,3.95464446793431,1.57340659275169,1.71748027031309,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1717","FR_S","Shallow","offshore","Shys",0,220.98265,238.90629,5.3980841916486,5.47607138299311,2.34435817728216,2.37822758414222,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1718","FR_S","Shallow","offshore","Lobo_sp",0,85.62656,86.91002,4.44999551539453,4.46487333057246,1.93260849683006,1.93906984986461,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1719","FR_S","Shallow","offshore","Spis",0,69.98919,111.14374,4.24834080155261,4.71082431853626,1.84503096735874,2.04588500675594,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1720","FR_S","Shallow","offshore","Plat",0,629.95278,649.93777,6.44564486419556,6.47687661984493,2.79930799682817,2.81287177596684,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1721","FR_S","Shallow","offshore","Pmas",0,65.00805,70.31497,4.17451110838118,4.25298472067062,1.81296713901377,1.84704779580609,"pm",NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1722","FR_S","Shallow","offshore","Pver",0,285.77167,319.35957,5.65519313532011,5.76631764667931,2.45601917276667,2.50427993485417,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1723","FR_S","Shallow","offshore","Gspp",0,174.48314,176.053,5.1618281180634,5.17078508606933,2.24175346820798,2.24564342998754,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1724","FR_S","Shallow","offshore","Pver",0,172.41825,201.37743,5.14992321109566,5.30518090846344,2.23658323280432,2.30401079404415,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1725","FR_S","Shallow","offshore","Pver",0,78.6143,132.32048,4.36455361672945,4.88522685883833,1.89550155171648,2.12162706763904,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1726","FR_S","Shallow","offshore","Spis",0,334.53187,393.81551,5.8127321515619,5.9758825509043,2.52443749820495,2.59529281635966,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1727","FR_S","Shallow","offshore","Pver",0,205.16249,282.29114,5.3238022993162,5.64293894971556,2.31209796133687,2.4506972475784,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1728","FR_S","Shallow","offshore","Pmas",0,260.53302,269.13684,5.56272960939853,5.59521994914318,2.41586277368161,2.42997314894788,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1729","FR_S","Shallow","offshore","Pver",0,107.97065,153.57658,4.68185943093172,5.0341993351299,2.03330571590035,2.18632499204794,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1730","FR_S","Shallow","offshore","Pmas",0,91.7492,90.97756,4.51905876755062,4.5106128827011,1.96260228614374,1.95893428495881,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1731","FR_S","Shallow","offshore","Pmas",0,77.30364,83.95243,4.34774104374732,4.4302503289057,1.88819994404375,1.92403327129381,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1732","FR_S","Shallow","offshore","Pmas",0,200.60969,219.97143,5.30136117944593,5.39349767428299,2.30235190680948,2.34236627809912,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1733","FR_S","Shallow","offshore","Pmas",0,72.6281,77.45025,4.28535189928691,4.34963579474663,1.86110468287393,1.88902282394733,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1734","FR_S","Shallow","offshore","Acor",0,247.89591,353.52318,5.5130089403169,5.86794905602982,2.39426936146292,2.54841789512315,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1735","FR_S","Shallow","offshore","Plat",0,132.58527,156.86309,4.88722598560841,5.05537338668523,2.12249527736391,2.19552076579795,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1736","FR_S","Shallow","offshore","Pver",0,189.76589,205.03444,5.24579115453507,5.32317796502799,2.27821815163147,2.31182681640064,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1737","FR_S","Shallow","offshore","Acor",0,891.43514,1001.58571,6.79283268087076,6.90933973307153,2.95008974979424,3.00068811966785,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1738","FR_S","Shallow","offshore","Adgt",0,135.12099,150.23736,4.90617059929331,5.01221644342058,2.13072281854905,2.1767779434823,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1739","FR_S","Shallow","offshore","Plat",0,126.80065,141.7484,4.84261616817295,4.9540536550662,2.10312147981298,2.15151816544789,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1740","FR_S","Shallow","offshore","Pver",0,493.99794,515.48868,6.20253134713874,6.24511534395305,2.6937251378943,2.71221913272814,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1741","FR_S","Shallow","offshore","Spis",0,73.88889,112.04646,4.30256247835723,4.71891360670904,1.86857914239452,2.04939813997191,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1742","FR_S","Shallow","offshore","Plat",0,156.75016,175.13231,5.05465320024616,5.16554174539915,2.19520799280152,2.24336627606774,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1743","FR_S","Shallow","offshore","Lobo_sp",0,358.08712,326.99808,5.88077630875072,5.78995429932038,2.55398870019781,2.51454520266685,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1744","FR_S","Shallow","offshore","Shys",0,117.29972,246.09143,4.76473236861481,5.50570313354808,2.06929697543522,2.39109648989737,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1745","FR_S","Shallow","offshore","Plat",0,149.66978,177.47181,5.00843140063953,5.17881177940132,2.17513412028872,2.24912937860956,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1746","FR_S","Shallow","offshore","Lobo_sp",0,196.8271,201.68632,5.28232567838996,5.3067136191598,2.29408489374061,2.30467644184194,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1747","FR_S","Shallow","offshore","Pmas",0,127.06479,135.89789,4.84469711385282,4.91190379491442,2.10402522303889,2.13321271377097,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1748","FR_S","Shallow","offshore","Pmas",0,33.28776,31.25123,3.50518976184931,3.44205873540783,1.52228457159493,1.4948671151745,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1749","FR_S","Shallow","offshore","Plat",0,29.91072,41.91798,3.39821694456878,3.73571485182885,1.47582686733635,1.6224003461133,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1750","FR_S","Shallow","offshore","Pmas",0,167.37211,168.60999,5.12021953724539,5.12758829648142,2.22368309115889,2.22688330263358,"pm",NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1751","FR_S","Shallow","offshore","Acor",0,169.36876,255.26216,5.13207834962689,5.5422910954791,2.22883330793811,2.4069864398681,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","OCDA_FR1S_P1_1752","FR_S","Shallow","offshore","Pmas",0,15437.77095,15530.12849,9.64457244463331,9.65053718977238,4.1885845930204,4.19117504892026,"pm",NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1753","FR_S","Shallow","offshore","Spis",0,683.67572,700.06393,6.52748371163741,6.55117165944463,2.83485015667748,2.84513770169777,"pm","pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1754","FR_S","Shallow","offshore","Pmas",0,128.46632,117.41702,4.85566676881345,4.76573187133255,2.10878928365667,2.06973105395019,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1755","FR_S","Shallow","offshore","Pver",0,522.63511,562.75606,6.25888353414401,6.33284624827617,2.71819858175387,2.75032018036805,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1756","FR_S","Shallow","offshore","Spis",0,341.42733,427.28785,5.83313485988037,6.05745790789046,2.53329828184354,2.63072054375804,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1757","FR_S","Shallow","offshore","Pver",0,243.27674,308.46414,5.49419964308202,5.73160559671873,2.38610058746534,2.48920468310074,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1758","FR_S","Shallow","offshore","Pver",0,204.6928,226.53892,5.32151031862412,5.4229167623912,2.31110256676967,2.35514282572715,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1759","FR_S","Shallow","offshore","Spis",0,179.67687,113.59211,5.19116007098088,4.73261404964964,2.25449217350349,2.05534816674064,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1760","FR_S","Shallow","offshore","Adgt",0,1301.56078,1469.89774,7.17131942330579,7.2929481127272,3.11446445350732,3.16728712216416,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1761","FR_S","Shallow","offshore","Spis",0,77.33668,120.92388,4.3481683579239,4.79516125672694,1.88838552423267,2.08251207363277,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1762","FR_S","Shallow","offshore","Pver",0,260.26791,277.45784,5.561711523571,5.62566899371634,2.41542062462461,2.44319700098523,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1763","FR_S","Shallow","offshore","Plat",0,138.94002,131.71128,4.93404232921175,4.88061225428429,2.14282735705373,2.11962297034506,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1764","FR_S","Shallow","offshore","Pver",0,286.5928,352.40898,5.65806239295708,5.86479237614371,2.45726527552557,2.54704696646747,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1765","FR_S","Shallow","offshore","Spis",0,71.95248,127.47668,4.27600590112018,4.84793344590909,1.85704576744223,2.10543074419254,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1766","FR_S","Shallow","offshore","Spis",0,65.08028,83.87797,4.17562158473863,4.429363004501,1.8134494127681,1.92364791120119,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1767","FR_S","Shallow","offshore","Pver",0,245.5565,273.56226,5.50352706332203,5.6115292376375,2.39015143460597,2.43705618294473,NA,"bleached"
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1768","FR_S","Shallow","offshore","Pver",0,125.39439,107.14087,4.83146389035599,4.67414451063638,2.09827810709643,2.02995516858776,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1769","FR_S","Shallow","offshore","Pver",0,204.55928,263.84384,5.32085781122703,5.57535741298069,2.31081918640771,2.42134695909591,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1770","FR_S","Shallow","offshore","Pver",0,439.74078,517.06868,6.08618541693965,6.24817570901242,2.64319674241693,2.71354823238603,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1771","FR_S","Shallow","offshore","Gspp",0,83.83712,97.58246,4.42887586883768,4.58069776415396,1.92343635087067,1.98937176223863,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1772","FR_S","Shallow","offshore","Spis",0,103.27925,127.90505,4.63743648469947,4.85128819177718,2.01401307548179,2.10688769181123,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1773","FR_S","Shallow","offshore","Adgt",0,52.90742,86.20244,3.96854359367837,4.45669848353353,1.72351658392702,1.9355195589052,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1774","FR_S","Shallow","offshore","Plat",0,681.86441,759.6818,6.52483082576096,6.63289966139714,2.83369802298022,2.88063172196273,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1775","FR_S","Shallow","offshore","Pver",0,89.02978,120.4225,4.48897092050536,4.79100639249179,1.94953530019964,2.08070763902239,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1776","FR_S","Shallow","offshore","Acor",0,501.93014,720.44611,6.218460946661,6.57987061736122,2.70064327506574,2.85760150075732,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1777","FR_S","Shallow","offshore","Spis",0,88.68512,77.11545,4.48509211876032,4.34530364959913,1.94785075800537,1.88714139721496,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1778","FR_S","Shallow","offshore","Pmas",0,208.92007,212.91539,5.34195173862452,5.36089485674572,2.31998016267811,2.32820705434819,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1779","FR_S","Shallow","offshore","Pver",0,201.31019,219.64162,5.30484695232828,5.39199721808917,2.30386575873746,2.34171463825381,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1780","FR_S","Shallow","offshore","Plat",0,200.76356,170.14885,5.30212789724557,5.13667364218179,2.30268488811904,2.23082901813743,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1781","FR_S","Shallow","offshore","Pmas",0,387.70057,417.67201,5.96023331488473,6.03469645944221,2.58849643951036,2.62083537229684,"pm",NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1782","FR_S","Shallow","offshore","Spis",0,73.86009,148.75976,4.3021726279452,5.00233265571865,1.86840983251181,2.17248546902305,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1783","FR_S","Shallow","offshore","Pver",0,283.66251,340.95067,5.6477851864489,5.83173780406225,2.45280194144969,2.53269154821082,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1784","FR_S","Shallow","offshore","Pmas",0,45.7197,56.94285,3.82252927722529,4.04204813328434,1.66010337201257,1.75543919987273,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1785","FR_S","Shallow","offshore","Plat",0,464.44728,642.93404,6.1408480534271,6.46604213732724,2.66693642380972,2.80816641999513,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1786","FR_S","Shallow","offshore","Atab",0,494.68801,791.25503,6.20392728102868,6.6736203304682,2.6943313842798,2.89831648383969,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1787","FR_S","Shallow","offshore","Spis",0,239.98309,284.95515,5.48056846252635,5.65233179946389,2.38018064096818,2.45477651039344,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1788","FR_S","Shallow","offshore","Pver",0,227.16796,285.90329,5.42568965577582,5.65565360678217,2.35634707802299,2.45621915298172,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1789","FR_S","Shallow","offshore","Pmas",0,3057.8371,3164.48138,8.02546311495892,8.05974446017214,3.48541434554474,3.50030254460306,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1790","FR_S","Shallow","offshore","Adgt",0,433.30046,494.22852,6.07143139036542,6.20299800131877,2.63678915008989,2.69392780322964,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1791","FR_S","Shallow","offshore","Plat",0,1180.56485,1186.28741,7.07374828936658,7.07858388578093,3.07208984844447,3.07418992128394,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1792","FR_S","Shallow","offshore","Pver",0,84.82057,114.7417,4.44053808413705,4.74268351516995,1.92850118662196,2.05972128005182,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1793","FR_S","Shallow","offshore","Spis",0,125.14674,146.00638,4.829486968797,4.98365031938372,2.0974195409722,2.16437183344373,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1794","FR_S","Shallow","offshore","Pmas",0,210.31512,210.1895,5.34860697741375,5.34800950476893,2.32287049616002,2.32261101708729,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1795","FR_S","Shallow","offshore","Pver",0,554.2321,630.00299,6.31758355207954,6.44572456540606,2.74369167563089,2.79934261062409,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1796","FR_S","Shallow","offshore","Spis",0,84.67073,122.19108,4.43876996932483,4.80558604898321,1.92773330411564,2.08703950338466,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1797","FR_S","Shallow","offshore","Spis",0,87.79256,131.43105,4.4749767590096,4.8784823795056,1.94345771308317,2.11869797748153,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1798","FR_S","Shallow","offshore","Spis",0,69.57519,65.27647,4.2424080382742,4.17863163443886,1.84245440100448,1.81475666074316,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1799","FR_S","Shallow","offshore","Atab",0,612.82767,943.74611,6.41808377080125,6.84985717870043,2.7873383660518,2.97485517453498,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1800","FR_S","Shallow","offshore","Spis",0,369.57274,468.45571,5.91234758163621,6.14944156145729,2.56769992979864,2.67066853692742,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1801","FR_S","Shallow","offshore","Pver",0,57.51249,96.63665,4.05200214160633,4.57095806885057,1.75976217075979,1.98514186631295,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1802","FR_S","Shallow","offshore","Acor",0,138.84833,152.28538,4.93338218631282,5.02575626054612,2.14254066063546,2.1826582113459,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1803","FR_S","Shallow","offshore","Plat",0,1081.5286,1185.68452,6.98613068979612,7.07807554079982,3.03403800843341,3.07396914986374,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1804","FR_S","Shallow","offshore","Pmas",0,122.92061,126.26192,4.81153869982726,4.83835847954016,2.08962470679892,2.1012723891341,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1805","FR_S","Shallow","offshore","Spis",0,243.40054,277.7433,5.49470839912122,5.62669730581655,2.3863215374058,2.44364359125602,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1806","FR_S","Shallow","offshore","Pver",0,340.50341,417.35238,5.83042514022371,6.03393090092814,2.53212146554915,2.62050289445861,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1807","FR_S","Shallow","offshore","Shys",0,545.20173,493.92128,6.30115587296481,6.20237615226329,2.73655722524089,2.69365773761627,NA,"pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","OCDA_FR1S_P2_1808","FR_S","Shallow","offshore","Pmas",0,1244.79916,1366.62525,7.1267294786167,7.22009965868704,3.09509928658047,3.13564944055933,"o, pm","pm"
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","OCDA_FR1S_P3_1809","FR_S","Shallow","offshore","Acor",0,124.49211,200.71907,4.8242423404026,5.30190626872739,2.09514182780088,2.30258863607656,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","OCDA_FR1S_P3_1810","FR_S","Shallow","offshore","Abra",0,13.45532,86.67592,2.59937456687636,4.46217610587876,1.12889403079406,1.93789846006369,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","OCDA_FR1S_P3_1811","FR_S","Shallow","offshore","Spis",0,76.9495,77.59056,4.34314936253798,4.35144577030474,1.88620580223187,1.88980888634459,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","OCDA_FR1S_P3_1812","FR_S","Shallow","offshore","Spis",0,46.78183,70.08074,3.84549487967264,4.24964800593312,1.67007720642904,1.84559867900791,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","OCDA_FR1S_P3_1813","FR_S","Shallow","offshore","Pver",0,262.45747,302.69325,5.57008904985756,5.7127199164728,2.41905893806286,2.48100273638294,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","OCDA_FR1S_P3_1814","FR_S","Shallow","offshore","Atab",0,152.07677,166.66814,5.02438545913295,5.11600464971501,2.18206287985638,2.22185258876261,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","OCDA_FR1S_P3_1815","FR_S","Shallow","offshore","Acor",0,129.66272,230.11354,4.86493661746913,5.43857283929096,2.11281512777591,2.36194217353296,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","OCDA_FR1S_P3_1816","FR_S","Shallow","offshore","Shys",0,45.8089,77.94284,3.82447839538595,4.35597573753257,1.66094986327432,1.89177622611484,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","OCDA_FR1S_P3_1817","FR_S","Shallow","offshore","Atab",0,288.4806,595.33333,5.66462783931973,6.38912146716923,2.4601166126521,2.77476019740121,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","OCDA_FR1S_P3_1818","FR_S","Shallow","offshore","Plat",0,47.50716,45.16216,3.86088043652304,3.81025956807564,1.67675906887018,1.65477470503432,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","OCDA_FR1S_P3_1819","FR_S","Shallow","offshore","Spis",0,229.25178,266.63827,5.43482087555572,5.58589294582962,2.36031271638645,2.4259224828761,NA,NA
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","OCDA_FR1S_P3_1820","FR_S","Shallow","offshore","Adgt",0,108.59264,148.97282,4.68760363356419,5.00376387319823,2.03580039140656,2.17310703887684,NA,NA
